,Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking status,reservation year,total_nights,booking density,avg_price_per_night
34686,INN34687,2,0,2,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,93.5,2,2018-03-20,Not_Canceled,2018,4,0.082,23.375
34687,INN34688,2,0,0,1,Not Selected,0,Room_Type 1,142,Online,0,0,0,94.5,2,2018-08-03,Not_Canceled,2018,1,0.007,94.5
34688,INN34689,2,0,0,1,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,135.9,1,2018-05-10,Not_Canceled,2018,1,0.014,135.9
34689,INN34690,2,0,0,3,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,67.22,1,2018-03-31,Not_Canceled,2018,3,0.041,22.407
34690,INN34691,2,1,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,169.0,1,2018-10-04,Not_Canceled,2018,2,0.091,84.5
34691,INN34692,3,0,0,2,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,158.4,2,2018-10-05,Not_Canceled,2018,2,0.053,79.2
34692,INN34693,2,0,0,1,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,97.0,1,2017-12-26,Not_Canceled,2017,1,0.028,97.0
34693,INN34694,2,0,1,3,Not Selected,0,Room_Type 1,21,Offline,0,0,0,59.5,0,2018-11-10,Not_Canceled,2018,4,0.182,14.875
34694,INN34695,2,2,1,0,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,177.0,0,2018-07-11,Not_Canceled,2018,1,1.0,177.0
34695,INN34696,2,0,0,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,81.9,0,2018-02-13,Canceled,2018,1,0.032,81.9
34696,INN34697,2,0,2,3,Meal Plan 1,0,Room_Type 4,192,Online,0,0,0,99.45,0,2018-07-23,Canceled,2018,5,0.026,19.89
34697,INN34698,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,89.0,0,2018-03-16,Not_Canceled,2018,2,0.087,44.5
34698,INN34699,2,0,1,3,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,67.32,0,2018-03-21,Not_Canceled,2018,4,0.08,16.83
34699,INN34700,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,155.0,1,2017-10-20,Not_Canceled,2017,1,0.5,155.0
34700,INN34701,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,149.0,2,2018-09-15,Not_Canceled,2018,1,0.043,149.0
34701,INN34702,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105.0,0,2017-09-24,Not_Canceled,2017,2,0.023,52.5
34702,INN34703,2,0,2,3,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,80.75,0,2018-10-23,Not_Canceled,2018,5,0.029,16.15
34703,INN34704,2,0,1,3,Meal Plan 1,0,Room_Type 4,160,Online,0,0,0,132.3,0,2018-10-03,Canceled,2018,4,0.025,33.075
34704,INN34705,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,130.0,2,2018-10-13,Not_Canceled,2018,1,0.25,130.0
34705,INN34706,1,0,0,1,Meal Plan 1,0,Room_Type 1,152,Offline,0,0,0,71.0,0,2018-01-20,Not_Canceled,2018,1,0.007,71.0
34706,INN34707,3,0,1,0,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,146.0,3,2018-09-12,Not_Canceled,2018,1,0.034,146.0
34707,INN34708,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,38.67,1,2017-12-05,Not_Canceled,2017,3,0.188,12.89
34708,INN34709,2,0,2,1,Not Selected,0,Room_Type 1,84,Online,0,0,0,125.1,2,2018-09-04,Not_Canceled,2018,3,0.035,41.7
34709,INN34710,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,80.0,0,2018-09-30,Not_Canceled,2018,3,0.033,26.667
34710,INN34711,3,0,1,1,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,163.8,2,2018-05-16,Not_Canceled,2018,2,0.043,81.9
34711,INN34712,2,0,0,1,Meal Plan 1,0,Room_Type 2,71,Online,0,0,0,108.0,1,2018-10-07,Not_Canceled,2018,1,0.014,108.0
34712,INN34713,2,0,2,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,119.0,1,2018-06-26,Not_Canceled,2018,3,0.15,39.667
34713,INN34714,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,137.0,1,2018-04-04,Not_Canceled,2018,2,1.0,68.5
34714,INN34715,2,0,1,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,139.0,1,2018-07-23,Not_Canceled,2018,2,0.08,69.5
34715,INN34716,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,100.8,0,2017-10-14,Not_Canceled,2017,2,1.0,50.4
34716,INN34717,2,1,0,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,75.0,1,2017-08-07,Not_Canceled,2017,1,0.071,75.0
34717,INN34718,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,2018-06-06,Canceled,2018,2,0.008,57.5
34718,INN34719,3,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,161.0,2,2017-09-24,Not_Canceled,2017,1,0.091,161.0
34719,INN34720,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,2018-04-06,Canceled,2018,1,0.009,75.0
34720,INN34721,0,2,0,3,Meal Plan 1,0,Room_Type 2,76,Online,0,0,0,127.38,3,2018-09-21,Not_Canceled,2018,3,0.039,42.46
34721,INN34722,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,126.0,1,2017-09-30,Not_Canceled,2017,2,0.667,63.0
34722,INN34723,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Complementary,1,0,8,0.0,1,2017-10-12,Not_Canceled,2017,2,2.0,0.0
34723,INN34724,2,0,1,1,Not Selected,0,Room_Type 1,41,Online,0,0,0,107.1,1,2018-04-04,Canceled,2018,2,0.048,53.55
34724,INN34725,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,Offline,0,0,0,120.0,0,2018-09-15,Canceled,2018,2,0.006,60.0
34725,INN34726,3,0,2,3,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,141.95,2,2018-05-29,Not_Canceled,2018,5,0.625,28.39
34726,INN34727,2,0,1,5,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,72.25,0,2018-08-02,Canceled,2018,6,0.036,12.042
34727,INN34728,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2018-02-28,Canceled,2018,3,1.5,20.0
34728,INN34729,2,0,2,2,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,121.75,1,2017-10-02,Not_Canceled,2017,4,0.222,30.438
34729,INN34730,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,Offline,0,0,0,112.2,0,2018-06-15,Canceled,2018,2,0.008,56.1
34730,INN34731,0,2,1,1,Meal Plan 1,0,Room_Type 2,178,Online,0,0,0,88.77,0,2018-08-27,Canceled,2018,2,0.011,44.385
34731,INN34732,1,0,2,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,135.0,0,2018-04-10,Canceled,2018,4,0.8,33.75
34732,INN34733,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2018-02-28,Canceled,2018,3,1.5,20.0
34733,INN34734,3,0,1,4,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,122.4,2,2018-09-07,Not_Canceled,2018,5,0.089,24.48
34734,INN34735,2,0,0,3,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,65.83,2,2018-03-17,Not_Canceled,2018,3,0.02,21.943
34735,INN34736,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,80.67,1,2018-01-27,Not_Canceled,2018,3,0.051,26.89
34736,INN34737,3,0,2,3,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,151.2,0,2018-10-09,Not_Canceled,2018,5,0.044,30.24
34737,INN34738,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,118.8,0,2018-10-08,Canceled,2018,4,0.04,29.7
34738,INN34739,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,75.0,2,2018-07-04,Not_Canceled,2018,3,0.5,25.0
34739,INN34740,2,0,1,3,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,95.0,0,2018-06-20,Not_Canceled,2018,4,1.0,23.75
34740,INN34741,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,121.61,0,2018-04-30,Not_Canceled,2018,4,0.089,30.402
34741,INN34742,2,0,1,4,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,114.0,0,2018-03-28,Not_Canceled,2018,5,5.0,22.8
34742,INN34743,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,2017-08-15,Canceled,2017,3,0.023,31.5
34743,INN34744,2,0,1,2,Not Selected,0,Room_Type 1,88,Online,0,0,0,116.1,0,2018-06-10,Canceled,2018,3,0.034,38.7
34744,INN34745,2,0,2,1,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,68.0,0,2018-11-13,Not_Canceled,2018,3,0.043,22.667
34745,INN34746,3,0,1,1,Meal Plan 1,0,Room_Type 4,75,Online,0,0,0,151.2,1,2018-10-08,Not_Canceled,2018,2,0.026,75.6
34746,INN34747,2,0,2,1,Meal Plan 1,0,Room_Type 4,97,Online,0,0,0,102.3,0,2018-04-16,Not_Canceled,2018,3,0.031,34.1
34747,INN34748,1,0,2,2,Meal Plan 1,0,Room_Type 1,169,Offline,0,0,0,63.5,0,2018-04-22,Not_Canceled,2018,4,0.024,15.875
34748,INN34749,2,0,2,0,Not Selected,0,Room_Type 1,9,Online,0,0,0,153.0,2,2018-08-14,Not_Canceled,2018,2,0.2,76.5
34749,INN34750,2,1,2,0,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,134.1,0,2018-08-21,Not_Canceled,2018,2,0.022,67.05
34751,INN34752,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,2017-07-01,Canceled,2017,2,0.008,50.75
34752,INN34753,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,115.0,1,2018-05-23,Not_Canceled,2018,1,1.0,115.0
34753,INN34754,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,2018-06-09,Not_Canceled,2018,1,0.036,120.0
34754,INN34755,2,0,0,1,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,90.9,1,2018-10-26,Not_Canceled,2018,1,0.009,90.9
34755,INN34756,2,0,0,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,90.9,0,2018-04-01,Not_Canceled,2018,1,0.02,90.9
34756,INN34757,2,0,1,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,89.0,1,2018-01-15,Not_Canceled,2018,3,0.231,29.667
34757,INN34758,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,Offline,0,0,0,52.0,0,2018-11-25,Canceled,2018,2,0.006,26.0
34758,INN34759,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,75.0,0,2018-02-27,Not_Canceled,2018,5,0.043,15.0
34759,INN34760,1,1,0,3,Meal Plan 1,0,Room_Type 4,80,Online,0,0,0,114.9,1,2018-12-27,Not_Canceled,2018,3,0.037,38.3
34760,INN34761,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,95.04,0,2017-10-05,Not_Canceled,2017,3,0.2,31.68
34761,INN34762,3,0,1,3,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,135.45,0,2018-08-22,Not_Canceled,2018,4,0.028,33.862
34762,INN34763,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,Offline,0,0,0,68.0,0,2018-12-08,Not_Canceled,2018,3,0.019,22.667
34763,INN34764,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,75.0,0,2018-11-14,Not_Canceled,2018,3,0.053,25.0
34764,INN34765,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,116.0,1,2017-10-10,Not_Canceled,2017,2,1.0,58.0
34765,INN34766,3,0,0,4,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,139.95,2,2018-07-27,Not_Canceled,2018,4,0.031,34.988
34766,INN34767,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,100.0,0,2018-08-22,Not_Canceled,2018,2,0.5,50.0
34767,INN34768,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,123.2,1,2018-11-10,Not_Canceled,2018,3,0.3,41.067
34768,INN34769,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Complementary,1,0,6,0.0,1,2018-05-31,Not_Canceled,2018,1,0.125,0.0
34769,INN34770,2,0,0,3,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,90.9,3,2018-11-01,Not_Canceled,2018,3,0.017,30.3
34770,INN34771,2,0,1,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,69.11,0,2017-10-12,Not_Canceled,2017,4,0.077,17.278
34771,INN34772,2,0,2,3,Meal Plan 2,0,Room_Type 1,206,Online,0,0,0,132.77,0,2018-09-23,Canceled,2018,5,0.024,26.554
34772,INN34773,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80.0,0,2018-01-19,Not_Canceled,2018,3,0.02,26.667
34773,INN34774,2,0,0,1,Meal Plan 1,1,Room_Type 1,9,Online,0,0,0,168.0,3,2018-09-08,Not_Canceled,2018,1,0.1,168.0
34774,INN34775,2,0,2,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,92.4,1,2018-11-12,Not_Canceled,2018,3,0.068,30.8
34775,INN34776,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,0,105.0,0,2018-07-21,Not_Canceled,2018,2,0.133,52.5
34776,INN34777,1,0,2,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,146.03,3,2018-11-06,Not_Canceled,2018,4,0.032,36.508
34777,INN34778,2,2,1,2,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,201.0,2,2018-04-22,Not_Canceled,2018,3,0.5,67.0
34778,INN34779,1,0,2,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,99.0,0,2018-11-06,Not_Canceled,2018,5,0.455,19.8
34779,INN34780,2,0,1,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,139.0,1,2018-08-22,Canceled,2018,3,0.107,46.333
34780,INN34781,2,0,1,1,Not Selected,0,Room_Type 1,33,Offline,0,0,0,85.5,0,2018-09-10,Not_Canceled,2018,2,0.059,42.75
34781,INN34782,2,0,2,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,78.69,1,2017-10-10,Not_Canceled,2017,3,0.052,26.23
34782,INN34783,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,52.0,1,2018-01-14,Not_Canceled,2018,3,0.059,17.333
34783,INN34784,2,0,0,5,Meal Plan 1,0,Room_Type 4,36,Offline,0,0,0,60.0,0,2017-11-03,Not_Canceled,2017,5,0.135,12.0
34784,INN34785,3,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,90.0,0,2017-10-17,Not_Canceled,2017,3,0.014,30.0
34785,INN34786,2,0,1,3,Not Selected,0,Room_Type 1,213,Online,0,0,0,80.75,0,2018-08-08,Canceled,2018,4,0.019,20.188
34786,INN34787,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,120.0,3,2018-11-21,Not_Canceled,2018,1,0.167,120.0
34787,INN34788,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,64.0,0,2018-01-14,Not_Canceled,2018,1,1.0,64.0
34788,INN34789,1,0,2,1,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,104.4,2,2018-10-29,Not_Canceled,2018,3,0.023,34.8
34789,INN34790,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,2017-09-25,Canceled,2017,5,0.026,20.4
34790,INN34791,2,1,2,5,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,120.82,0,2018-07-07,Canceled,2018,7,0.046,17.26
34791,INN34792,2,0,1,5,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,101.99,1,2018-09-05,Not_Canceled,2018,6,0.098,16.998
34792,INN34793,2,0,1,4,Meal Plan 1,0,Room_Type 1,276,Online,0,0,0,81.43,0,2018-12-28,Canceled,2018,5,0.018,16.286
34793,INN34794,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,Offline,0,0,0,110.0,0,2017-10-12,Canceled,2017,3,0.028,36.667
34794,INN34795,2,0,1,1,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,76.5,1,2017-08-08,Not_Canceled,2017,2,0.019,38.25
34795,INN34796,2,0,2,3,Meal Plan 1,0,Room_Type 4,241,Online,0,0,0,75.92,1,2018-10-30,Not_Canceled,2018,5,0.021,15.184
34796,INN34797,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,Offline,0,0,0,89.14,1,2018-09-05,Not_Canceled,2018,7,0.025,12.734
34797,INN34798,1,0,1,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,60.0,0,2017-10-12,Not_Canceled,2017,4,0.066,15.0
34798,INN34799,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,96.3,5,2017-10-14,Not_Canceled,2017,3,0.097,32.1
34799,INN34800,2,1,0,4,Meal Plan 1,1,Room_Type 1,0,Corporate,0,0,0,107.0,3,2018-10-19,Not_Canceled,2018,4,4.0,26.75
34800,INN34801,2,2,1,1,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,211.0,2,2018-04-30,Not_Canceled,2018,2,0.667,105.5
34801,INN34802,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,90.33,0,2017-12-25,Not_Canceled,2017,3,0.6,30.11
34802,INN34803,3,0,1,1,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,137.7,2,2018-07-18,Not_Canceled,2018,2,0.037,68.85
34803,INN34804,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,2,66.0,0,2018-02-14,Not_Canceled,2018,3,0.6,22.0
34804,INN34805,2,0,2,5,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,113.41,0,2018-07-22,Canceled,2018,7,0.056,16.201
34805,INN34806,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85.0,0,2018-04-22,Canceled,2018,3,0.018,28.333
34806,INN34807,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,67.0,0,2017-09-21,Not_Canceled,2017,1,0.004,67.0
34807,INN34808,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,2018-06-14,Not_Canceled,2018,3,0.042,40.0
34808,INN34809,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80.0,0,2017-10-06,Not_Canceled,2017,3,0.15,26.667
34809,INN34810,2,0,1,3,Meal Plan 1,0,Room_Type 4,204,Online,0,0,0,99.45,0,2018-08-08,Canceled,2018,4,0.02,24.862
34810,INN34811,2,0,1,3,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,64.0,0,2018-01-25,Not_Canceled,2018,4,0.118,16.0
34811,INN34812,2,0,0,3,Meal Plan 1,0,Room_Type 1,274,Online,0,0,0,107.0,2,2018-08-09,Canceled,2018,3,0.011,35.667
34812,INN34813,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,0,65.0,0,2017-10-11,Not_Canceled,2017,3,0.143,21.667
34813,INN34814,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,155.0,2,2017-09-15,Not_Canceled,2017,1,1.0,155.0
34814,INN34815,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,117.9,1,2018-07-04,Not_Canceled,2018,3,0.064,39.3
34815,INN34816,3,0,0,5,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,136.62,3,2018-04-19,Not_Canceled,2018,5,0.139,27.324
34816,INN34817,3,0,0,1,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,142.2,2,2018-09-02,Not_Canceled,2018,1,0.02,142.2
34817,INN34818,2,0,1,1,Not Selected,0,Room_Type 4,0,Online,0,0,0,96.6,1,2018-08-20,Not_Canceled,2018,2,2.0,48.3
34818,INN34819,2,0,1,2,Meal Plan 1,0,Room_Type 4,157,Online,0,0,0,114.3,2,2018-05-23,Canceled,2018,3,0.019,38.1
34819,INN34820,2,0,2,0,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,109.8,3,2018-09-04,Not_Canceled,2018,2,0.04,54.9
34820,INN34821,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,108.3,0,2018-05-03,Canceled,2018,3,0.028,36.1
34822,INN34823,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled,2018,3,0.018,36.667
34823,INN34824,2,0,1,3,Not Selected,0,Room_Type 1,195,Online,0,0,0,80.75,0,2018-07-25,Canceled,2018,4,0.02,20.188
34824,INN34825,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80.0,0,2018-01-19,Not_Canceled,2018,3,0.02,26.667
34825,INN34826,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Offline,0,0,0,94.5,0,2017-07-25,Canceled,2017,3,0.027,31.5
34826,INN34827,2,1,2,5,Meal Plan 2,0,Room_Type 1,186,Online,0,0,0,164.25,2,2018-08-01,Canceled,2018,7,0.037,23.464
34827,INN34828,2,0,2,1,Meal Plan 1,0,Room_Type 1,271,Offline,0,0,0,87.3,0,2018-12-03,Not_Canceled,2018,3,0.011,29.1
34828,INN34829,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85.0,0,2018-04-22,Canceled,2018,3,0.018,28.333
34829,INN34830,2,0,0,1,Meal Plan 1,0,Room_Type 5,0,Complementary,0,0,0,0.0,1,2017-10-02,Not_Canceled,2017,1,1.0,0.0
34830,INN34831,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,126.9,0,2018-05-16,Canceled,2018,3,0.035,42.3
34831,INN34832,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,2017-07-11,Not_Canceled,2017,3,0.031,31.5
34832,INN34833,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,1,1,0,98.1,0,2017-09-30,Not_Canceled,2017,2,1.0,49.05
34833,INN34834,2,0,2,5,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,90.51,0,2017-09-03,Not_Canceled,2017,7,0.241,12.93
34834,INN34835,2,0,2,5,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,135.9,0,2018-09-09,Canceled,2018,7,0.071,19.414
34835,INN34836,3,0,0,1,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,177.0,0,2018-06-10,Not_Canceled,2018,1,0.071,177.0
34836,INN34837,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,118.0,0,2017-12-31,Not_Canceled,2017,3,0.071,39.333
34837,INN34838,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,66.0,0,2018-01-21,Not_Canceled,2018,1,0.25,66.0
34838,INN34839,2,0,2,5,Meal Plan 1,0,Room_Type 1,189,Online,0,0,0,99.45,1,2018-08-06,Canceled,2018,7,0.037,14.207
34839,INN34840,2,0,2,1,Not Selected,0,Room_Type 1,67,Online,0,0,0,85.5,0,2018-04-03,Canceled,2018,3,0.044,28.5
34840,INN34841,2,0,2,5,Not Selected,0,Room_Type 1,107,Online,0,0,0,76.69,1,2018-12-21,Not_Canceled,2018,7,0.065,10.956
34841,INN34842,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,Corporate,0,0,0,90.0,1,2018-10-07,Not_Canceled,2018,2,0.022,45.0
34842,INN34843,2,0,2,3,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,99.45,1,2018-08-11,Canceled,2018,5,0.027,19.89
34843,INN34844,2,1,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,127.0,0,2018-03-11,Canceled,2018,3,0.6,42.333
34844,INN34845,2,0,0,3,Not Selected,0,Room_Type 1,65,Online,0,0,0,125.1,1,2018-09-27,Not_Canceled,2018,3,0.045,41.7
34845,INN34846,3,0,1,4,Meal Plan 1,0,Room_Type 4,186,Online,0,0,0,130.05,1,2018-08-15,Canceled,2018,5,0.027,26.01
34846,INN34847,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,109.65,0,2018-11-10,Not_Canceled,2018,1,0.143,109.65
34847,INN34848,2,2,2,1,Meal Plan 1,0,Room_Type 6,32,Online,0,0,0,197.7,2,2018-09-24,Not_Canceled,2018,3,0.091,65.9
34848,INN34849,2,0,2,5,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,114.3,0,2018-07-04,Canceled,2018,7,0.069,16.329
34849,INN34850,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,6.0,0,2017-08-05,Not_Canceled,2017,1,0.5,6.0
34850,INN34851,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled,2018,3,0.018,36.667
34851,INN34852,3,0,0,1,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,137.7,1,2018-07-20,Not_Canceled,2018,1,0.008,137.7
34852,INN34853,2,0,1,4,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,75.95,1,2018-02-08,Not_Canceled,2018,5,0.091,15.19
34853,INN34854,2,0,0,3,Meal Plan 1,0,Room_Type 4,1,Offline,0,0,0,75.0,0,2017-09-22,Not_Canceled,2017,3,1.5,25.0
34854,INN34855,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,2018-06-05,Canceled,2018,4,0.024,25.0
34855,INN34856,2,0,2,4,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,118.15,1,2017-09-19,Not_Canceled,2017,6,0.231,19.692
34856,INN34857,3,0,2,0,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,168.3,0,2018-05-01,Canceled,2018,2,0.043,84.15
34857,INN34858,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,Online,1,1,0,69.0,0,2017-12-05,Not_Canceled,2017,3,0.15,23.0
34858,INN34859,3,0,0,2,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,168.3,1,2018-03-25,Not_Canceled,2018,2,0.051,84.15
34859,INN34860,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,2018-06-14,Not_Canceled,2018,3,0.042,40.0
34860,INN34861,2,0,2,5,Not Selected,0,Room_Type 1,47,Online,0,0,0,74.8,1,2018-11-20,Canceled,2018,7,0.146,10.686
34861,INN34862,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,2018-06-12,Canceled,2018,6,0.086,20.0
34863,INN34864,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,2017-08-14,Not_Canceled,2017,2,0.05,54.5
